ticker,period,operating_margin,price,var_price
ETFC,2015-12-31,14,29.639999,0.2217641797197032
ETN,2012-12-31,9,54.18,NA
ETN,2013-12-31,10,76.120003,0.4049465300849022
ETN,2014-12-31,8,67.959999,-0.10719920754601131
ETN,2015-12-31,11,52.040001,-0.23425541839693087
ETR,2012-12-31,13,63.75,NA
ETR,2013-12-31,12,63.27,-0.0075294117647057845
ETR,2014-12-31,16,87.480003,0.3826458511142721
ETR,2015-12-31,3,68.360001,-0.21856425862262485
EW,2012-12-31,21,45.084999,NA
EW,2013-12-31,25,32.880001,-0.27071084109373056
EW,2014-12-31,50,63.6899985,0.9370436910874791
EW,2015-12-31,25,78.980003,0.24006916093741149
EXC,2013-12-31,15,27.389999,NA
EXC,2014-12-31,11,37.080002,0.3537788738144898
EXC,2015-12-31,15,27.77,-0.25107878904645153
EXC,2016-12-31,10,NA,NA
EXPD,2012-12-31,9,39.549999,NA
EXPD,2013-12-31,9,44.25,0.11883694358626906
EXPD,2014-12-31,9,44.610001,0.008135615819208963
EXPD,2015-12-31,11,45.099998,0.010984016790315687
EXPE,2013-12-31,8,69.660004,NA
EXPE,2014-12-31,9,85.360001,0.2253803631708089
EXPE,2015-12-31,6,124.300003,0.45618558509623264
EXPE,2016-12-31,5,NA,NA
EXR,2012-12-31,38,36.389999,NA
EXR,2013-12-31,41,42.130001,0.1577357009545397
EXR,2014-12-31,43,58.639999,0.39188221239301657
EXR,2015-12-31,38,88.209999,0.504263310099988
F,2013-12-31,9,15.43,NA
F,2014-12-31,0,15.5,0.004536616979909258
F,2015-12-31,5,14.09,-0.09096774193548385
F,2016-12-31,3,NA,NA
FAST,2013-12-31,21,47.509998,NA
FAST,2014-12-31,21,47.560001,0.0010524732078498467
FAST,2015-12-31,21,40.82,-0.14171574554844946
FAST,2016-12-31,20,NA,NA
FB,2013-12-31,36,54.650002,NA
FB,2014-12-31,40,78.019997,0.42763026797327486
FB,2015-12-31,35,104.660004,0.34145101287302015
FB,2016-12-31,45,NA,NA
FBHS,2012-12-31,5,NA,NA
FBHS,2013-12-31,9,45.700001,NA
FBHS,2014-12-31,10,45.27,-0.009409212047938431
FBHS,2015-12-31,11,55.5,0.22597746852220002
FCX,2012-12-31,32,34.200001,NA
FCX,2013-12-31,26,37.740002,0.10350879814301739
FCX,2014-12-31,0,23.360001,-0.3810280932152573
FCX,2015-12-31,84,6.77,-0.7101883685707034
FDX,2013-05-31,10,96.339996,NA
FDX,2014-05-31,8,NA,NA
FDX,2015-05-31,4,NA,NA
FDX,2016-05-31,6,164.970001,NA
FE,2012-12-31,14,41.759998,NA
FE,2013-12-31,11,32.98,-0.21024900432227045
FE,2014-12-31,7,38.990002,0.18223171619163137
FE,2015-12-31,15,31.73,-0.18620163189527406
FFIV,2013-09-30,29,85.809998,NA
FFIV,2014-09-30,28,118.739998,0.38375481607632733
FFIV,2015-09-30,29,115.800003,-0.02475993809600696
FFIV,2016-09-30,27,124.639999,0.07633847816048855
FIS,2012-12-31,19,34.810001,NA
FIS,2013-12-31,18,53.68,0.5420855632839539
FIS,2014-12-31,20,62.200001,0.15871834947839036
FIS,2015-12-31,17,60.599998,-0.025723520486760187
FISV,2012-12-31,24,39.5149995,NA
FISV,2013-12-31,22,59.049999,0.49436922047790977
FISV,2014-12-31,24,70.970001,0.20186286539987908
FISV,2015-12-31,25,91.459999,0.28871350868376067
FL,2013-02-02,10,NA,NA
FL,2014-02-01,10,NA,NA
FL,2015-01-31,11,NA,NA
FL,2016-01-30,11,NA,NA
FLIR,2012-12-31,22,22.32,NA
FLIR,2013-12-31,16,30.1,0.3485663082437276
FLIR,2014-12-31,17,32.310001,0.07342196013289026
FLIR,2015-12-31,20,28.07,-0.13122874864658773
FLR,2013-12-31,4,80.290001,NA
FLR,2014-12-31,6,60.630001,-0.24486237084490758
FLR,2015-12-31,4,47.220001,-0.22117763118625045
FLR,2016-12-31,3,NA,NA
FLS,2013-12-31,15,78.830002,NA
FLS,2014-12-31,16,59.830002,-0.24102498437079822
FLS,2015-12-31,12,42.080002,-0.29667389949276624
FLS,2016-12-31,7,NA,NA
FMC,2012-12-31,19,58.52,NA
FMC,2013-12-31,17,75.459999,0.28947366712235123
FMC,2014-12-31,13,57.029999,-0.2442353597168746
FMC,2015-12-31,2,39.130001,-0.3138698634730819
FRT,2013-12-31,40,101.410004,NA
FRT,2014-12-31,40,133.460007,0.31604379978133124
FRT,2015-12-31,40,146.100006,0.09471001301535975
FRT,2016-12-31,40,NA,NA
FSLR,2012-12-31,1,30.860001,NA
FSLR,2013-12-31,11,54.639999,0.7705767086656932
FSLR,2014-12-31,12,44.599998,-0.18374819150344424
FSLR,2015-12-31,14,65.989998,0.4795964340626204
FTR,2012-12-31,20,4.28,NA
FTR,2013-12-31,21,4.65,0.08644859813084116
FTR,2014-12-31,17,6.67,0.43440860215053756
FTR,2015-12-31,13,4.67,-0.2998500749625187
GD,2013-12-31,12,95.550003,NA
GD,2014-12-31,13,137.619995,0.4402929427432878
GD,2015-12-31,13,137.360001,-0.001889216752260281
GD,2016-12-31,14,NA,NA
GGP,2012-12-31,32,19.85,NA
GGP,2013-12-31,34,20.07,0.011083123425692731
GGP,2014-12-31,37,28.129999,0.4015943697060289
GGP,2015-12-31,38,27.209999,-0.032705297998766425
GILD,2012-12-31,41,36.7249985,NA
GILD,2013-12-31,40,75.099998,1.0449285518691038
GILD,2014-12-31,61,94.260002,0.25512655805929585
GILD,2015-12-31,68,101.190002,0.07352004936303747
GIS,2013-05-26,16,NA,NA
GIS,2014-05-25,17,NA,NA
GIS,2015-05-31,12,NA,NA
GIS,2016-05-29,16,NA,NA
GLW,2013-12-31,18,17.82,NA
GLW,2014-12-31,20,22.93,0.28675645342311995
GLW,2015-12-31,15,18.280001,-0.20279105974705636
GLW,2016-12-31,15,NA,NA
GM,2013-12-31,3,40.869999,NA
GM,2014-12-31,1,34.91,-0.14582821497010567
GM,2015-12-31,3,34.009998,-0.025780635920939377
GM,2016-12-31,6,NA,NA
GPC,2012-12-31,8,63.580002,NA
GPC,2013-12-31,7,83.190002,0.3084303142991409
GPC,2014-12-31,7,106.57,0.2810433638407652
GPC,2015-12-31,7,85.889999,-0.19405086797410143
GPN,2013-05-31,15,23.9799995,NA
GPN,2014-05-31,16,NA,NA
GPN,2015-05-31,16,NA,NA
GPN,2016-05-31,15,77.690002,NA
GPS,2013-02-02,12,NA,NA
GPS,2014-02-01,13,NA,NA
GPS,2015-01-31,13,NA,NA
GPS,2016-01-30,10,NA,NA
GRMN,2012-12-29,22,NA,NA
GRMN,2013-12-28,22,NA,NA
GRMN,2014-12-27,24,NA,NA
GRMN,2015-12-26,19,NA,NA
GT,2013-12-31,7,23.85,NA
GT,2014-12-31,8,28.57,0.19790356394129982
GT,2015-12-31,9,32.669998,0.14350710535526767
GT,2016-12-31,10,NA,NA
GWW,2012-12-31,13,202.369995,NA
GWW,2013-12-31,14,255.419998,0.26214361966061217
GWW,2014-12-31,14,254.889999,-0.002075009804048289
GWW,2015-12-31,13,202.589996,-0.2051865636360255
HAL,2013-12-31,11,50.75,NA
HAL,2014-12-31,16,39.330002,-0.22502459113300488
HAL,2015-12-31,1,34.040001,-0.1345029425627795
HAL,2016-12-31,43,NA,NA
HAR,2013-06-30,5,NA,NA
HAR,2014-06-30,6,107.43,NA
HAR,2015-06-30,8,118.940002,0.10713955133575359
HAR,2016-06-30,8,71.82,-0.3961661443388912
HAS,2012-12-31,13,35.900002,NA
HAS,2013-12-29,11,NA,NA
HAS,2014-12-28,15,NA,NA
HAS,2015-12-27,16,NA,NA
HBAN,2012-12-31,0,6.39,NA
HBAN,2013-12-31,0,9.65,0.5101721439749609
HBAN,2014-12-31,0,10.52,0.09015544041450774
HBAN,2015-12-31,0,11.06,0.051330798479087614
HBI,2013-12-28,11,NA,NA
HBI,2015-01-03,11,NA,NA
HBI,2016-01-02,10,NA,NA
HBI,2016-12-31,13,NA,NA
HCA,2012-12-31,15,NA,NA
HCA,2013-12-31,14,47.709999,NA
HCA,2014-12-31,15,73.389999,0.5382519500786407
HCA,2015-12-31,15,67.629997,-0.0784848355155312
HCN,2012-12-31,30,61.290001,NA
HCN,2013-12-31,19,53.57,-0.12595857193737026
HCN,2014-12-31,26,75.669998,0.4125442971812583
HCN,2015-12-31,28,68.029999,-0.10096470466405993
HCP,2013-12-31,59,33.0783251366,NA
HCP,2014-12-31,40,40.1001830601,0.21227972983827303
HCP,2015-12-31,26,34.8269590164,-0.13150124616131498
HCP,2016-12-31,30,NA,NA
HD,2013-02-03,10,NA,NA
HD,2014-02-02,12,NA,NA
HD,2015-02-01,13,NA,NA
HD,2016-01-31,13,NA,NA
HES,2012-12-31,25,52.959999,NA
HES,2013-12-31,24,83,0.56722057339918
HES,2014-12-31,19,73.82,-0.11060240963855428
HES,2015-12-31,58,48.48,-0.343267407206719
HIG,2012-12-31,0,22.440001,NA
HIG,2013-12-31,7,36.23,0.6145275572848681
HIG,2014-12-31,9,41.689999,0.1507038089980679
HIG,2015-12-31,11,43.459999,0.04245622553265127
HOG,2012-12-31,18,48.830002,NA
HOG,2013-12-31,20,69.239998,0.4179806505025332
HOG,2014-12-31,21,65.910004,-0.04809350225573372
HOG,2015-12-31,19,45.389999,-0.31133369374397246
HOLX,2013-09-28,36,NA,NA
HOLX,2014-09-27,11,NA,NA
HOLX,2015-09-26,17,NA,NA
HOLX,2016-09-24,19,NA,NA
HON,2013-12-31,14,91.370003,NA
HON,2014-12-31,14,99.919998,0.09357551405574549
HON,2015-12-31,18,103.57,0.03652924412588554
HON,2016-12-31,17,NA,NA
HP,2013-09-30,28,68.949997,NA
HP,2014-09-30,28,97.870003,0.4194344780029504
HP,2015-09-30,21,47.259998,-0.5171145749326277
HP,2016-09-30,2,67.300003,0.4240373645381872
HPE,2014-10-31,4,NA,NA
HPE,2015-10-31,3,NA,NA
HPE,2016-10-31,8,22.469999,NA
HPQ,2013-10-31,6,11.0672107175,NA
HPQ,2014-10-31,8,16.2942765668,0.472302008403501
HPQ,2015-10-31,8,NA,NA
HPQ,2016-10-31,7,14.49,NA
HRB,2013-04-30,24,27.74,NA
HRB,2014-04-30,27,28.42,0.024513338139870333
HRB,2015-04-30,26,30.24,0.06403940886699488
HRB,2016-04-30,21,NA,NA
HRL,2013-10-27,9,NA,NA
HRL,2014-10-26,10,NA,NA
HRL,2015-10-31,12,NA,NA
HRL,2016-10-30,14,NA,NA
HRS,2013-06-28,16,49.25,NA
HRS,2014-06-27,18,75.980003,0.54274117766497465
HRS,2015-07-03,14,NA,NA
HRS,2016-07-01,10,82.589996,NA
HSIC,2012-12-29,7,NA,NA
HSIC,2013-12-28,7,NA,NA
HSIC,2014-12-27,7,NA,NA
HSIC,2015-12-26,7,NA,NA
HST,2012-12-31,7,15.67,NA
HST,2013-12-31,10,19.440001,0.2405871729419271
HST,2014-12-31,13,23.77,0.22273656261643193
HST,2015-12-31,12,15.34,-0.3546487168700042
HSY,2012-12-31,17,72.220001,NA
HSY,2013-12-31,19,97.230003,0.3463029860661453
HSY,2014-12-31,19,103.93,0.06890874003161351
HSY,2015-12-31,14,89.269997,-0.14105650918887713
HUM,2013-12-31,5,103.220001,NA
HUM,2014-12-31,5,143.630005,0.39149393149104905
HUM,2015-12-31,4,178.509995,0.2428461239697095
HUM,2016-12-31,3,NA,NA
IBM,2012-12-31,22,191.550003,NA
IBM,2013-12-31,21,187.570007,-0.020777843579569133
IBM,2014-12-31,20,160.440002,-0.14463935590725874
IBM,2015-12-31,19,137.619995,-0.1422338987505124
IDXX,2012-12-31,20,46.4000015,NA
IDXX,2013-12-31,19,53.1850015,0.1462284435486494
IDXX,2014-12-31,18,74.135002,0.393908055074512
IDXX,2015-12-31,19,72.919998,-0.016389073544504584
IFF,2012-12-31,17,66.540001,NA
IFF,2013-12-31,17,85.980003,0.29215512034633107
IFF,2014-12-31,19,101.360001,0.17887877952272224
IFF,2015-12-31,19,119.639999,0.18034725552143605
ILMN,2013-12-29,9,NA,NA
ILMN,2014-12-28,28,NA,NA
ILMN,2016-01-03,28,NA,NA
ILMN,2017-01-01,24,NA,NA
INTC,2013-12-28,23,NA,NA
INTC,2014-12-27,27,NA,NA
INTC,2015-12-26,25,NA,NA
INTC,2016-12-31,22,NA,NA
INTU,2013-07-31,31,63.919998,NA
INTU,2014-07-31,31,81.970001,0.2823842860570802
INTU,2015-07-31,18,105.769997,0.2903500757551536
INTU,2016-07-31,26,NA,NA
IP,2012-12-31,8,39.2899418146,NA
IP,2013-12-31,8,48.3530641026,0.23067283557625884
IP,2014-12-31,6,53.580002,0.1080994140580005
IP,2015-12-31,9,37.700001,-0.2963792535879338
IPG,2012-12-31,10,11.02,NA
IPG,2013-12-31,8,17.700001,0.6061706896551724
IPG,2014-12-31,10,20.77,0.17344626138721675
IPG,2015-12-31,11,23.280001,0.12084742416947525
IRM,2012-12-31,18,28.6968595194,NA
IRM,2013-12-31,16,28.0499103512,-0.02254424975536573
IRM,2014-12-31,18,38.66,0.37825752438977345
IRM,2015-12-31,17,27.01,-0.30134505949301593
ISRG,2013-12-31,38,384.079987,NA
ISRG,2014-12-31,26,528.940002,0.37716105994348514
ISRG,2015-12-31,31,546.159973,0.032555622442788756
ISRG,2016-12-31,35,NA,NA
ITW,2013-12-31,18,84.080002,NA
ITW,2014-12-31,20,94.699997,0.1263082153589863
ITW,2015-12-31,21,92.68,-0.021330486420184203
ITW,2016-12-31,23,NA,NA
IVZ,2012-12-31,21,26.09,NA
IVZ,2013-12-31,24,36.400002,0.3951706400919892
IVZ,2014-12-31,25,39.52,0.08571422605965795
IVZ,2015-12-31,27,33.48,-0.15283400809716619
JBHT,2012-12-31,10,59.709999,NA
JBHT,2013-12-31,10,77.300003,0.29459059277492194
JBHT,2014-12-31,10,84.25,0.08990940142654313
JBHT,2015-12-31,12,73.360001,-0.12925814836795257
JEC,2013-09-27,6,57.790001,NA
JEC,2014-09-26,4,49.68,-0.14033571309334292
JEC,2015-10-02,4,37.400002,-0.24718192431561992
JEC,2016-09-30,3,51.720001,0.382887653321516
JNPR,2012-12-31,7,19.67,NA
JNPR,2013-12-31,12,22.57,0.14743263853584132
JNPR,2014-12-31,9,22.32,-0.01107665042091277
JNPR,2015-12-31,19,27.6,0.23655913978494625
JPM,2012-12-31,31,43.970001,NA
JPM,2013-12-31,27,58.48,0.3299976954742392
JPM,2014-12-31,33,62.580002,0.07010947332421358
JPM,2015-12-31,34,66.029999,0.055129384623541666
JWN,2013-02-02,11,NA,NA
JWN,2014-02-01,11,NA,NA
JWN,2015-01-31,10,NA,NA
JWN,2016-01-30,8,NA,NA
K,2012-12-29,11,NA,NA
K,2013-12-28,19,NA,NA
K,2015-01-03,7,NA,NA
K,2016-01-02,8,NA,NA
KEY,2013-09-30,2,11.4,NA
KEY,2014-09-30,4,13.33,0.16929824561403506
KEY,2015-09-30,3,13.01,-0.02400600150037513
KEY,2016-09-30,3,12.17,-0.06456571867794003
KIM,2012-12-31,29,19.32,NA
KIM,2013-12-31,29,19.75,0.02225672877846785
KIM,2014-12-31,31,25.139999,0.2729113417721518
KIM,2015-12-31,29,26.459999,0.052505968675655046
KLAC,2013-06-30,26,NA,NA
KLAC,2014-06-30,26,72.639999,NA
KLAC,2015-06-30,24,56.209999,-0.2261839238186113
KLAC,2016-06-30,32,73.25,0.30314892907221
KMB,2013-12-31,15,100.153395014,NA
KMB,2014-12-31,13,115.540001,0.15363039848872995
KMB,2015-12-31,9,127.300003,0.10178294874690197
KMB,2016-12-31,18,NA,NA
KMI,2013-12-31,28,36,NA
KMI,2014-12-31,27,42.310001,0.1752778055555555
KMI,2015-12-31,17,14.92,-0.6473646975333326
KMI,2016-12-31,27,NA,NA
KMX,2013-02-28,7,38.41,NA
KMX,2014-02-28,7,48.43,0.26086956521739135
KMX,2015-02-28,7,NA,NA
KMX,2016-02-29,7,46.259998,NA
KO,2012-12-31,22,36.25,NA
KO,2013-12-31,22,41.310001,0.13958623448275853
KO,2014-12-31,21,42.220001,0.02202856397897457
KO,2015-12-31,20,42.959999,0.017527190489645017
KORS,2013-03-30,29,NA,NA
KORS,2014-03-29,30,NA,NA
KORS,2015-03-28,29,NA,NA
KORS,2016-04-02,25,NA,NA
KR,2013-02-02,3,NA,NA
KR,2014-02-01,3,NA,NA
KR,2015-01-31,3,NA,NA
KR,2016-01-30,3,NA,NA
KSS,2013-02-02,10,NA,NA
KSS,2014-02-01,9,NA,NA
KSS,2015-01-31,9,NA,NA
KSS,2016-01-30,8,NA,NA
KSU,2013-12-31,31,123.830002,NA
KSU,2014-12-31,31,122.029999,-0.014536081490170605
KSU,2015-12-31,33,74.669998,-0.38810129794395876
KSU,2016-12-31,35,NA,NA
LB,2013-02-02,15,NA,NA
LB,2014-02-01,16,NA,NA
LB,2015-01-31,17,NA,NA
LB,2016-01-30,18,NA,NA
LEG,2012-12-31,10,27.219999,NA
LEG,2013-12-31,8,30.940001,0.13666429598325847
LEG,2014-12-31,9,42.610001,0.3771816296967798
LEG,2015-12-31,12,42.02,-0.013846538046314416
LEN,2013-11-30,12,NA,NA
LEN,2014-11-30,12,NA,NA
LEN,2015-11-30,11,51.209999,NA
LEN,2016-11-30,12,42.540001,-0.16930283478427732
LH,2012-12-31,18,86.620003,NA
LH,2013-12-31,17,91.370003,0.05483721814232667
LH,2014-12-31,15,107.900002,0.1809127553602028
LH,2015-12-31,12,123.639999,0.14587578042862326
LKQ,2012-12-31,11,21.1,NA
LKQ,2013-12-31,10,32.900002,0.5592418009478672
LKQ,2014-12-31,10,28.120001,-0.1452887753623845
LKQ,2015-12-31,10,29.629999,0.05369836224401281
LLL,2012-12-31,10,76.620003,NA
LLL,2013-12-31,10,106.860001,0.394674978021079
LLL,2014-12-31,9,126.209999,0.18107802563093744
LLL,2015-12-31,5,119.510002,-0.05308610294815075
LLTC,2013-06-30,45,NA,NA
LLTC,2014-06-29,46,NA,NA
LLTC,2015-06-28,46,NA,NA
LLTC,2016-07-03,44,NA,NA
LLY,2012-12-31,24,49.32,NA
LLY,2013-12-31,25,51,0.03406326034063256
LLY,2014-12-31,15,68.989998,0.35274505882352947
LLY,2015-12-31,14,84.260002,0.2213364899648207
LMT,2013-12-31,10,148.660004,NA
LMT,2014-12-31,13,192.570007,0.2953720020080184
LMT,2015-12-31,12,217.149994,0.12764182430548487
LMT,2016-12-31,12,NA,NA
LNT,2012-12-31,17,21.955,NA
LNT,2013-12-31,16,25.799999,0.1751309041220679
LNT,2014-12-31,16,33.209999,0.2872093134577254
LNT,2015-12-31,18,31.2250005,-0.05977110989976253
LOW,2013-02-01,7,38.560001,NA
LOW,2014-01-31,8,46.290001,0.20046679978042525
LOW,2015-01-30,9,67.760002,0.46381509043389313
LOW,2016-01-29,8,71.660004,0.05755610810046918
LRCX,2013-06-30,3,NA,NA
LRCX,2014-06-29,15,NA,NA
LRCX,2015-06-28,15,NA,NA
LRCX,2016-06-26,18,NA,NA
LUK,2012-12-31,2,23.1645589094,NA
LUK,2013-12-31,4,28.34,0.22342066217802437
LUK,2014-12-31,4,22.42,-0.20889202540578677
LUK,2015-12-31,4,17.389999,-0.2243533006244426
LUV,2013-12-31,7,18.84,NA
LUV,2014-12-31,12,42.32,1.246284501061571
LUV,2015-12-31,21,43.060001,0.017485845935727884
LUV,2016-12-31,18,NA,NA
LVLT,2012-12-31,9,23.110001,NA
LVLT,2013-12-31,11,33.169998,0.43530924122417813
LVLT,2014-12-31,15,49.380001,0.4886947234666701
LVLT,2015-12-31,16,54.360001,0.10085054473773702
LYB,2012-12-31,10,57.09,NA
LYB,2013-12-31,12,80.279999,0.4062007181643019
LYB,2014-12-31,13,79.389999,-0.011086198444023365
LYB,2015-12-31,19,86.900002,0.0945963357424906
M,2013-02-02,10,NA,NA
M,2014-02-01,10,NA,NA
M,2015-01-31,10,NA,NA
M,2016-01-30,8,NA,NA
MA,2013-12-31,54,83.5459976,NA
MA,2014-12-31,54,86.160004,0.03128823013778925
MA,2015-12-31,53,97.360001,0.12999067409514042
MA,2016-12-31,53,NA,NA
MAA,2012-12-31,26,64.75,NA
MAA,2013-12-31,18,60.740002,-0.06193047104247107
MAA,2014-12-31,23,74.68,0.2295027583304987
MAA,2015-12-31,28,90.809998,0.21598818960899813
MAC,2012-12-31,20,58.299999,NA
MAC,2013-12-31,21,58.889999,0.010120068784220893
MAC,2014-12-31,23,83.410004,0.41636959443656973
MAC,2015-12-31,23,80.690002,-0.03261002121520096
MAR,2012-12-31,8,37.27,NA
MAR,2013-12-31,8,49.349998,0.3241212235041586
MAR,2014-12-31,8,78.029999,0.5811550590133763
MAR,2015-12-31,9,67.040001,-0.1408432415845603
MAS,2013-12-31,9,20.0087873462,NA
MAS,2014-12-31,10,22.1441133568,0.10671941150924047
MAS,2015-12-31,13,28.299999,0.27799196761741896
MAS,2016-12-31,14,NA,NA
MAT,2012-12-31,16,36.619999,NA
MAT,2013-12-31,18,47.580002,0.2992900955568021
MAT,2014-12-31,11,30.950001,-0.3495166099404535
MAT,2015-12-31,9,27.17,-0.12213250009264942
MCD,2012-12-31,31,88.209999,NA
MCD,2013-12-31,31,97.029999,0.09998866455037603
MCD,2014-12-31,29,93.699997,-0.03431930366195313
MCD,2015-12-31,28,118.139999,0.26083247366592777
MCHP,2013-03-31,11,NA,NA
MCHP,2014-03-31,24,47.759998,NA
MCHP,2015-03-31,20,48.900002,0.023869431485319614
MCHP,2016-03-31,16,48.200001,-0.014314948289777196
MCK,2013-03-31,2,NA,NA
MCK,2014-03-31,2,176.570007,NA
MCK,2015-03-31,2,226.199997,0.2810782580985003
MCK,2016-03-31,2,157.25,-0.30481873525400616
MCO,2012-12-31,39,50.32,NA
MCO,2013-12-31,42,78.470001,0.5594197337042925
MCO,2014-12-31,43,95.809998,0.22097612818942114
MCO,2015-12-31,42,100.339996,0.0472810572441511
MDLZ,2012-12-31,10,25.450001,NA
MDLZ,2013-12-31,11,35.299999,0.3870333050281609
MDLZ,2014-12-31,9,36.330002,0.02917855606738118
MDLZ,2015-12-31,30,44.84,0.23424160560189344
MET,2012-12-31,2,32.939999,NA
MET,2013-12-31,6,53.919998,0.6369155931061199
MET,2014-12-31,12,54.09,0.003152856200031806
MET,2015-12-31,11,48.209999,-0.10870772786097249
MHK,2012-12-31,7,90.470001,NA
MHK,2013-12-31,7,148.899994,0.6458493683447621
MHK,2014-12-31,10,155.360001,0.043384870787839036
MHK,2015-12-31,10,189.389999,0.219039635562309
MJN,2012-12-31,22,65.889999,NA
MJN,2013-12-31,24,83.760002,0.271209641390342
MJN,2014-12-31,22,100.540001,0.20033427172076723
MJN,2015-12-31,24,78.949997,-0.2147404394794069
MKC,2013-11-30,13,NA,NA
MKC,2014-11-30,14,NA,NA
MKC,2015-11-30,13,85.919998,NA
MKC,2016-11-30,15,91.199997,0.06145250375820521
MLM,2012-12-31,8,94.279999,NA
MLM,2013-12-31,10,99.940002,0.06003397390786991
MLM,2014-12-31,11,110.32,0.10386229529993396
MLM,2015-12-31,14,136.580002,0.23803482596084136
MMC,2012-12-31,15,34.470001,NA
MMC,2013-12-31,17,48.360001,0.402959083174961
MMC,2014-12-31,18,57.240002,0.18362284566536724
MMC,2015-12-31,19,55.450001,-0.031271854253254516
MMM,2013-12-31,22,140.25,NA
MMM,2014-12-31,22,164.320007,0.1716221532976827
MMM,2015-12-31,23,150.639999,-0.08325223598609033
MMM,2016-12-31,24,NA,NA
MNST,2012-12-31,27,17.6133333333,NA
MNST,2013-12-31,26,22.589999,0.2825510408805496
MNST,2014-12-31,30,36.116665,0.598790022080125
MNST,2015-12-31,33,49.6533316666,0.37480389362085353
MO,2012-12-31,29,31.440001,NA
MO,2013-12-31,33,38.389999,0.22105590899949412
MO,2014-12-31,31,49.27,0.28340717070609966
MO,2015-12-31,33,58.209999,0.18144913740612956
MON,2013-08-31,24,NA,NA
MON,2014-08-31,26,NA,NA
MON,2015-08-31,23,97.650002,NA
MON,2016-08-31,18,106.5,0.0906297779696923
MOS,2013-05-31,22,60.82,NA
MOS,2014-12-31,14,45.650002,-0.24942449852022364
MOS,2015-12-31,14,27.59,-0.3956188654712436
MOS,2016-12-31,4,NA,NA
MPC,2012-12-31,6,NA,NA
MPC,2013-12-31,3,45.8650015,NA
MPC,2014-12-31,4,45.130001,-0.016025301994157748
MPC,2015-12-31,6,51.84,0.1486815610750818
MRK,2012-12-31,19,40.939999,NA
MRK,2013-12-31,14,50.049999,0.22252076752615446
MRK,2014-12-31,13,56.790001,0.1346653773159916
MRK,2015-12-31,18,52.82,-0.06990669008792583
MRO,2012-12-31,23,30.66,NA
MRO,2013-12-31,20,35.299999,0.1513372146118721
MRO,2014-12-31,11,28.290001,-0.19858351837347077
MRO,2015-12-31,55,12.59,-0.5549664349605361
MSFT,2013-06-30,34,NA,NA
MSFT,2014-06-30,32,41.700001,NA
MSFT,2015-06-30,19,44.150002,0.05875302017378847
MSFT,2016-06-30,24,51.169998,0.15900329970539984
MTB,2012-12-31,0,98.470001,NA
MTB,2013-12-31,0,116.419998,0.18228898971982344
MTB,2014-12-31,0,125.620003,0.07902426694767661
MTB,2015-12-31,0,121.18,-0.03534471337339473
MTD,2013-12-31,18,242.589996,NA
MTD,2014-12-31,19,302.459991,0.2467949873744999
MTD,2015-12-31,20,339.130005,0.12123922201664006
MTD,2016-12-31,22,NA,NA
MU,2013-08-29,3,13.57,NA
MU,2014-08-28,19,32.810001,1.4178335298452467
MU,2015-09-03,19,16.59,-0.4943614905711219
MU,2016-09-01,1,16.639999,0.003013803496082046
MUR,2012-12-31,30,51.4248696028,NA
MUR,2013-12-31,28,64.879997,0.2616463104549591
MUR,2014-12-31,23,50.52,-0.22133165326749316
MUR,2015-12-31,120,22.450001,-0.5556215162311956
MYL,2014-12-31,18,56.369999,NA
MYL,2015-12-31,15,54.07,-0.040801827936878254
NAVI,2013-12-31,0,NA,NA
NAVI,2014-12-31,0,NA,NA
NAVI,2015-12-31,0,11.45,NA
NBL,2013-12-31,33,68.110001,NA
NBL,2014-12-31,18,47.43,-0.3036264967900969
NBL,2015-12-31,78,32.93,-0.3057136833227915
NBL,2016-12-31,37,NA,NA
NDAQ,2012-12-31,20,24.99,NA
NDAQ,2013-12-31,19,39.799999,0.5926370148059223
NDAQ,2014-12-31,19,47.959999,0.2050251307795259
NDAQ,2015-12-31,18,58.169998,0.2128857217032052
NEE,2012-12-31,23,69.190002,NA
NEE,2013-12-31,21,85.620003,0.23746206858037078
NEE,2014-12-31,26,106.290001,0.24141552529494792
NEE,2015-12-31,26,103.889999,-0.02257975329212769
NEM,2012-12-31,31,46.439999,NA
NEM,2013-12-31,43,23.030001,-0.5040912683912848
NEM,2014-12-31,10,18.9,-0.17933134262564732
NEM,2015-12-31,15,17.99,-0.04814814814814816
NFLX,2013-12-31,5,52.5957145714,NA
NFLX,2014-12-31,7,48.8014297142,-0.07214057054114487
NFLX,2015-12-31,5,114.379997,1.343783730719641
NFLX,2016-12-31,4,NA,NA
NFX,2012-12-31,87,26.780001,NA
NFX,2013-12-31,24,24.629999,-0.08028386556072187
NFX,2014-12-31,25,27.120001,0.10109630942331727
NFX,2015-12-31,325,32.560001,0.2005899631050898
NKE,2013-05-31,13,30.83,NA
NKE,2014-05-31,13,NA,NA
NKE,2015-05-31,14,NA,NA
NKE,2016-05-31,14,55.220001,NA
NLSN,2013-12-31,15,45.889999,NA
NLSN,2014-12-31,17,44.73,-0.025277817068595
NLSN,2015-12-31,18,46.599998,0.04180634920634918
NLSN,2016-12-31,18,NA,NA
NOV,2012-12-31,20,61.632097385,NA
NOV,2013-12-31,17,71.7132470694,0.16356979742918076
NOV,2014-12-31,17,65.529999,-0.08622183936834149
NOV,2015-12-31,3,33.490002,-0.48893632670435416
